2024-11-10 20:11:10 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-11-10 20:11:16 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6a85a13, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4f1d97d8, org.springframework.security.web.context.SecurityContextHolderFilter@7454f141, org.springframework.security.web.header.HeaderWriterFilter@23180ee3, org.springframework.web.filter.CorsFilter@511d31a6, org.springframework.security.web.authentication.logout.LogoutFilter@5c608988, com.example.demo.filter.JwtRequestFilter@19983dd1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5edf9eb1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2ce1d507, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3e99738e, org.springframework.security.web.session.SessionManagementFilter@4664b741, org.springframework.security.web.access.ExceptionTranslationFilter@16d9c898, org.springframework.security.web.access.intercept.AuthorizationFilter@4731c9af]
2024-11-10 20:11:16 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-10 20:11:16 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-10 20:11:16 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2024-11-10 20:11:16 [main] INFO  c.e.d.controller.AuthControllerTest - Started AuthControllerTest in 6.921 seconds (process running for 7.91)
2024-11-10 20:11:16 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.SswebApplicationTests]: SswebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-10 20:11:16 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.SswebApplication for test class com.example.demo.SswebApplicationTests
2024-11-10 20:11:16 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running
2024-11-10 20:11:16 [main] INFO  c.example.demo.SswebApplicationTests - Starting SswebApplicationTests using Java 21.0.2 with PID 23384 (started by user in C:\Users\user\eclipse-workspace\ssweb)
2024-11-10 20:11:16 [main] INFO  c.example.demo.SswebApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-11-10 20:11:17 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-10 20:11:17 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 5 JPA repository interfaces.
2024-11-10 20:11:17 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-10 20:11:17 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-10 20:11:17 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-10 20:11:17 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2024-11-10 20:11:17 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6586b4e3
2024-11-10 20:11:17 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2024-11-10 20:11:17 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-10 20:11:17 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-10 20:11:17 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-10 20:11:17 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:11:17 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f867384e-4e1a-4df5-9e48-16634c107071

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-10 20:11:17 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@202684ba, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@75443609, org.springframework.security.web.context.SecurityContextHolderFilter@381602e1, org.springframework.security.web.header.HeaderWriterFilter@7d707e72, org.springframework.web.filter.CorsFilter@7d12c4dd, org.springframework.security.web.authentication.logout.LogoutFilter@203ea126, com.example.demo.filter.JwtRequestFilter@747ef51d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@40c14f20, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3e3c2aa4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1969a032, org.springframework.security.web.session.SessionManagementFilter@17a027a7, org.springframework.security.web.access.ExceptionTranslationFilter@4e06d526, org.springframework.security.web.access.intercept.AuthorizationFilter@357a3cb9]
2024-11-10 20:11:17 [main] INFO  c.example.demo.SswebApplicationTests - Started SswebApplicationTests in 0.839 seconds (process running for 8.925)
2024-11-10 20:11:17 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:11:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-11-10 20:11:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-11-10 20:11:17 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:11:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
2024-11-10 20:11:17 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
2024-11-10 20:12:49 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-11-10 20:12:49 [main] INFO  c.e.d.controller.AuthControllerTest - Starting AuthControllerTest using Java 21.0.2 with PID 4172 (started by user in C:\Users\user\eclipse-workspace\ssweb)
2024-11-10 20:12:49 [main] INFO  c.e.d.controller.AuthControllerTest - No active profile set, falling back to 1 default profile: "default"
2024-11-10 20:12:50 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-10 20:12:50 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 54 ms. Found 5 JPA repository interfaces.
2024-11-10 20:12:51 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-10 20:12:51 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2024-11-10 20:12:51 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-10 20:12:52 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-10 20:12:52 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-10 20:12:52 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2e1e7bc6
2024-11-10 20:12:52 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-10 20:12:52 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-10 20:12:52 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-10 20:12:53 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-10 20:12:53 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:12:54 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-10 20:12:55 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 1e08aa4e-4578-4753-b1fd-7f6fe763fc20

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-10 20:12:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@30075210, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3cf828db, org.springframework.security.web.context.SecurityContextHolderFilter@5fab1ec6, org.springframework.security.web.header.HeaderWriterFilter@4ed2eee1, org.springframework.web.filter.CorsFilter@45571cc9, org.springframework.security.web.authentication.logout.LogoutFilter@1172d47, com.example.demo.filter.JwtRequestFilter@65384249, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2e652f4e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7a543319, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@476bdad6, org.springframework.security.web.session.SessionManagementFilter@244cdad1, org.springframework.security.web.access.ExceptionTranslationFilter@21384a8e, org.springframework.security.web.access.intercept.AuthorizationFilter@14fda568]
2024-11-10 20:12:56 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-10 20:12:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-10 20:12:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2024-11-10 20:12:56 [main] INFO  c.e.d.controller.AuthControllerTest - Started AuthControllerTest in 6.936 seconds (process running for 7.78)
2024-11-10 20:12:56 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.example.demo.SswebApplicationTests]: SswebApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-11-10 20:12:56 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.example.demo.SswebApplication for test class com.example.demo.SswebApplicationTests
2024-11-10 20:12:56 [main] INFO  o.s.b.d.r.RestartApplicationListener - Restart disabled due to context in which it is running
2024-11-10 20:12:56 [main] INFO  c.example.demo.SswebApplicationTests - Starting SswebApplicationTests using Java 21.0.2 with PID 4172 (started by user in C:\Users\user\eclipse-workspace\ssweb)
2024-11-10 20:12:56 [main] INFO  c.example.demo.SswebApplicationTests - No active profile set, falling back to 1 default profile: "default"
2024-11-10 20:12:56 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-10 20:12:56 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 5 JPA repository interfaces.
2024-11-10 20:12:56 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-10 20:12:56 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-10 20:12:56 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-10 20:12:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2024-11-10 20:12:56 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1b3b650c
2024-11-10 20:12:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2024-11-10 20:12:56 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-10 20:12:56 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-10 20:12:56 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-10 20:12:56 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:12:56 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 6cfd32e4-a79e-4c14-b34b-635ae60b2c05

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-10 20:12:57 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@f4c0c33, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6b9fd1, org.springframework.security.web.context.SecurityContextHolderFilter@1969a032, org.springframework.security.web.header.HeaderWriterFilter@75443609, org.springframework.web.filter.CorsFilter@68c29d64, org.springframework.security.web.authentication.logout.LogoutFilter@66bd32b1, com.example.demo.filter.JwtRequestFilter@53a1baf5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@dfee4f1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@59de6f39, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@42bc7ca2, org.springframework.security.web.session.SessionManagementFilter@7d12c4dd, org.springframework.security.web.access.ExceptionTranslationFilter@202684ba, org.springframework.security.web.access.intercept.AuthorizationFilter@361398f6]
2024-11-10 20:12:57 [main] INFO  c.example.demo.SswebApplicationTests - Started SswebApplicationTests in 0.912 seconds (process running for 8.9)
2024-11-10 20:12:57 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:12:57 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-11-10 20:12:57 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-11-10 20:12:57 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 20:12:57 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
2024-11-10 20:12:57 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
2024-11-10 21:35:50 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-11-10 21:35:50 [restartedMain] INFO  com.example.demo.SswebApplication - Starting SswebApplication using Java 21.0.2 with PID 21620 (C:\Users\user\eclipse-workspace\ssweb\target\classes started by user in C:\Users\user\eclipse-workspace\ssweb)
2024-11-10 21:35:50 [restartedMain] INFO  com.example.demo.SswebApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-10 21:35:50 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-11-10 21:35:50 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-11-10 21:35:51 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-10 21:35:51 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 47 ms. Found 5 JPA repository interfaces.
2024-11-10 21:35:52 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2024-11-10 21:35:52 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2024-11-10 21:35:52 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-10 21:35:52 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2024-11-10 21:35:52 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-10 21:35:52 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1436 ms
2024-11-10 21:35:52 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-10 21:35:52 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2024-11-10 21:35:52 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-10 21:35:52 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-10 21:35:52 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-10 21:35:52 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@192bc25c
2024-11-10 21:35:52 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-10 21:35:52 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-10 21:35:52 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-10 21:35:53 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-10 21:35:53 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 21:35:54 [restartedMain] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-10 21:35:54 [restartedMain] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f9a1568a-a5f7-4391-9a62-5913e71d4a2c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-10 21:35:55 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7d884344, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@27988469, org.springframework.security.web.context.SecurityContextHolderFilter@4e455087, org.springframework.security.web.header.HeaderWriterFilter@4bb205aa, org.springframework.web.filter.CorsFilter@717c412e, org.springframework.security.web.authentication.logout.LogoutFilter@5058a6e8, com.example.demo.filter.JwtRequestFilter@54f764e9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5795786d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@256829df, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@552222e8, org.springframework.security.web.session.SessionManagementFilter@814435a, org.springframework.security.web.access.ExceptionTranslationFilter@4e4717a6, org.springframework.security.web.access.intercept.AuthorizationFilter@d5ae20e]
2024-11-10 21:35:55 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-11-10 21:35:55 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-11-10 21:35:55 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2024-11-10 21:35:55 [restartedMain] INFO  com.example.demo.SswebApplication - Started SswebApplication in 5.179 seconds (process running for 5.736)
2024-11-10 21:50:34 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2024-11-10 21:50:34 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2024-11-10 21:50:34 [Thread-5] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-10 21:50:34 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-11-10 21:50:34 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-11-10 21:50:34 [restartedMain] INFO  com.example.demo.SswebApplication - Starting SswebApplication using Java 21.0.2 with PID 21620 (C:\Users\user\eclipse-workspace\ssweb\target\classes started by user in C:\Users\user\eclipse-workspace\ssweb)
2024-11-10 21:50:34 [restartedMain] INFO  com.example.demo.SswebApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-10 21:50:34 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-10 21:50:34 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 5 JPA repository interfaces.
2024-11-10 21:50:34 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2024-11-10 21:50:34 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2024-11-10 21:50:34 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-10 21:50:34 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
2024-11-10 21:50:35 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-10 21:50:35 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 424 ms
2024-11-10 21:50:35 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-10 21:50:35 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-10 21:50:35 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-10 21:50:35 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2024-11-10 21:50:36 [restartedMain] ERROR com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Exception during pool initialization.
java.sql.SQLException: Access denied for user 'admin'@'localhost' (using password: YES)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:130)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ConnectionImpl.createNewIO(ConnectionImpl.java:815)
	at com.mysql.cj.jdbc.ConnectionImpl.<init>(ConnectionImpl.java:438)
	at com.mysql.cj.jdbc.ConnectionImpl.getInstance(ConnectionImpl.java:241)
	at com.mysql.cj.jdbc.NonRegisteringDriver.connect(NonRegisteringDriver.java:189)
	at com.zaxxer.hikari.util.DriverDataSource.getConnection(DriverDataSource.java:138)
	at com.zaxxer.hikari.pool.PoolBase.newConnection(PoolBase.java:359)
	at com.zaxxer.hikari.pool.PoolBase.newPoolEntry(PoolBase.java:201)
	at com.zaxxer.hikari.pool.HikariPool.createPoolEntry(HikariPool.java:470)
	at com.zaxxer.hikari.pool.HikariPool.checkFailFast(HikariPool.java:561)
	at com.zaxxer.hikari.pool.HikariPool.<init>(HikariPool.java:100)
	at com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:112)
	at org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection(DatasourceConnectionProviderImpl.java:122)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess.obtainConnection(JdbcEnvironmentInitiator.java:428)
	at org.hibernate.resource.transaction.backend.jdbc.internal.JdbcIsolationDelegate.delegateWork(JdbcIsolationDelegate.java:61)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.getJdbcEnvironmentUsingJdbcMetadata(JdbcEnvironmentInitiator.java:276)
