order_id,customer_id,date,product_id,quantity,price
134,524,2023-08-28,147,5,15.72
135,737,2023-07-04,188,5,32.56
136,102,2023-06-02,124,3,43.04
137,489,2023-12-06,169,4,28.45
138,255,2023-09-04,175,4,26.35
139,470,2023-12-05,146,1,47.11
140,561,2023-11-19,100,5,24.91
141,413,2023-06-15,151,2,16.96
142,889,2023-09-29,150,3,30.91
143,969,2023-08-27,172,5,39.17
144,778,2023-12-28,133,4,32.06
145,555,2023-05-16,114,4,48.91
146,553,2023-05-27,111,3,9.16
147,790,2023-12-05,154,4,32.36
148,912,2024-03-04,123,4,6.55
149,910,2023-12-19,146,1,14.47
150,934,2023-04-10,188,2,41.59
151,889,2023-07-12,166,5,39.43
152,189,2024-03-09,189,5,43.13
153,856,2023-04-07,107,5,38.45
154,297,2023-10-28,183,5,46.41
155,601,2023-09-02,149,2,8.19
156,993,2023-03-18,154,5,22.7
157,679,2023-06-13,191,2,28.85
158,467,2023-09-04,193,4,44.97
159,661,2023-04-10,161,4,6.48
160,215,2023-10-13,145,2,38.53
161,916,2024-01-23,131,5,22.24
162,886,2023-12-06,132,5,36.94
163,567,2023-09-15,190,4,29.51
164,980,2023-08-23,133,2,29.8
165,884,2023-07-10,151,3,12.21
166,466,2023-06-07,111,3,23.96
167,713,2023-11-17,134,1,6.85
168,430,2023-09-04,153,4,35.49
169,779,2023-07-15,112,1,24.69
170,151,2023-09-14,113,2,28.87
171,754,2024-02-27,143,4,29.41
172,757,2023-06-19,196,1,25.13
173,273,2023-09-24,113,1,12.0
174,967,2023-08-28,177,4,31.28
175,243,2023-10-31,105,5,36.28
176,827,2023-05-14,108,1,27.77
177,256,2023-10-19,100,5,26.31
178,337,2023-04-08,145,5,49.95
179,853,2023-11-15,194,4,24.73
180,182,2023-06-05,130,3,31.0
181,938,2023-12-12,112,2,28.48
182,170,2023-12-26,132,5,37.9
183,444,2023-08-15,117,2,28.33
184,971,2023-04-11,123,1,21.9
185,620,2023-06-06,126,2,26.22
186,458,2023-11-03,198,1,12.53
187,810,2023-08-01,125,4,28.1
188,644,2023-07-13,116,1,19.4
189,412,2023-07-11,185,4,37.69
190,219,2023-11-26,175,2,6.14
191,389,2023-09-10,113,2,27.0
192,881,2023-04-24,149,3,15.98
193,487,2023-09-22,126,4,43.87
194,632,2023-10-30,137,2,45.6
195,321,2023-05-28,156,5,47.26
196,648,2023-08-21,143,5,49.34
197,573,2023-10-29,174,5,9.14
198,325,2023-08-12,180,5,24.77
199,500,2023-06-12,169,5,43.9
200,533,2023-04-02,173,2,44.87
201,716,2023-03-16,191,3,33.82
202,637,2023-03-27,172,3,45.0
203,700,2024-02-09,114,1,38.87
204,126,2024-01-23,185,5,46.63
205,939,2023-12-17,177,3,24.21
206,261,2023-10-25,139,4,30.9
207,652,2024-02-19,136,4,26.85
208,292,2023-08-28,169,3,7.53
209,344,2023-10-01,140,2,24.78
210,867,2023-12-29,177,2,32.83
211,181,2024-01-10,114,1,49.42
212,368,2024-02-20,125,4,44.55
213,625,2023-09-14,107,3,33.73
214,899,2023-08-19,189,5,33.91
215,689,2023-12-05,160,4,48.27
216,564,2024-02-06,119,3,36.55
217,426,2023-07-02,167,1,48.15
218,657,2023-07-29,166,5,21.24
219,358,2023-07-14,163,4,42.81
220,620,2023-04-25,102,2,19.9
221,978,2023-03-18,123,2,33.91
222,549,2023-04-07,131,2,13.23
223,123,2023-05-23,159,2,48.18
224,387,2024-01-19,104,2,17.8
225,544,2023-04-04,101,3,33.86
226,993,2024-02-15,173,3,12.51
227,209,2023-11-28,185,2,27.45
228,215,2023-06-26,131,3,32.14
229,279,2023-03-26,139,1,30.16
230,850,2023-04-03,106,1,13.55
231,386,2023-07-13,117,5,10.98
232,428,2023-12-05,100,5,21.85
233,474,2023-05-15,164,5,7.14
234,565,2023-08-25,180,4,41.01
235,231,2024-02-09,174,3,7.88
236,997,2023-11-12,140,3,41.94
237,940,2023-04-21,105,4,43.37
238,756,2023-08-03,188,4,23.61
239,662,2023-05-06,196,2,24.37
240,976,2023-05-19,198,5,27.68
241,607,2023-12-07,154,4,11.46
242,318,2023-11-27,174,1,14.6
243,237,2023-04-11,136,3,21.83
244,201,2023-04-24,132,3,47.96
245,398,2023-05-29,126,3,8.56
246,782,2023-07-24,178,1,6.18
247,870,2023-07-13,195,4,33.88
248,890,2024-02-19,193,3,14.23
249,147,2023-12-26,119,4,31.94
250,860,2023-07-21,195,2,24.42
251,217,2023-10-15,198,1,32.05
252,797,2023-05-03,162,1,8.06
253,791,2023-06-10,186,4,16.63
254,526,2024-02-03,197,5,45.47
255,729,2023-11-01,195,1,19.66
256,383,2023-07-31,137,4,18.44
257,787,2023-07-18,164,5,16.63
258,750,2023-07-26,191,2,47.15
259,532,2023-12-04,167,3,24.59
260,512,2023-10-05,102,4,9.93
261,513,2023-10-02,143,2,6.19
262,508,2023-11-26,124,4,43.54
263,402,2023-10-04,179,3,34.24
264,259,2023-05-03,177,1,17.65
265,464,2023-12-01,106,1,40.56
266,368,2023-06-06,192,3,19.84
267,764,2023-08-09,129,1,16.6
268,378,2023-05-27,149,2,45.36
269,876,2023-10-08,158,2,13.52
270,232,2023-05-28,114,1,30.34
271,183,2024-01-18,127,2,46.78
272,768,2024-01-25,111,1,27.92
273,498,2024-02-15,101,1,27.91
274,466,2023-08-11,155,2,21.45
275,118,2023-11-28,160,1,26.41
276,165,2023-11-24,143,4,14.35
277,370,2023-07-04,155,4,17.99
278,628,2023-04-04,195,4,27.15
279,182,2023-08-17,187,5,27.13
280,217,2023-11-10,140,4,38.96
281,493,2023-09-14,135,4,34.27
282,946,2023-11-19,189,1,8.18
283,912,2023-10-26,150,4,41.52
284,188,2024-01-18,149,2,43.31
285,316,2023-12-20,111,4,17.6
286,940,2023-04-21,156,5,35.62
287,303,2024-01-19,136,3,12.08
288,621,2023-05-30,179,4,39.77
289,774,2024-03-06,189,4,48.62
290,267,2023-08-26,145,4,35.61
291,173,2024-03-10,171,4,15.53
292,972,2023-08-31,157,2,11.76
293,472,2024-01-21,106,4,44.82
294,452,2023-11-02,189,2,44.93
295,516,2023-06-15,121,3,49.39
296,590,2023-12-25,191,5,46.44
297,750,2024-02-03,161,3,19.99
298,516,2023-05-20,119,2,49.2
299,235,2023-09-29,181,3,47.36
300,390,2023-12-31,109,3,47.58
301,707,2023-10-30,123,3,23.93
302,428,2023-08-14,145,1,30.46
303,308,2023-06-13,137,2,24.75
304,485,2023-10-26,131,3,46.18
305,905,2023-03-28,139,5,13.09
306,837,2023-04-23,184,4,27.86
307,711,2023-07-09,161,4,27.53
308,961,2023-10-28,174,1,33.3
309,919,2023-08-26,163,1,42.82
310,288,2023-11-29,140,1,14.79
311,327,2023-11-09,134,2,37.31
312,246,2023-04-21,181,3,14.46
313,189,2023-08-26,114,2,14.57
314,692,2023-11-28,190,1,22.03
315,989,2023-08-17,153,5,17.28
316,425,2023-07-01,137,3,45.8
317,713,2023-07-05,144,5,15.55
318,166,2023-12-29,197,2,7.29
319,295,2023-04-19,199,1,11.78
320,946,2023-06-26,196,3,18.33
321,489,2024-02-21,152,1,13.9
322,514,2023-09-27,132,2,21.61
323,995,2024-01-01,153,2,14.15
324,508,2023-11-05,114,1,47.5
325,611,2023-04-26,156,2,6.22
326,687,2023-12-20,146,1,8.61
327,759,2023-12-05,176,1,17.49
328,283,2023-12-10,174,4,8.32
329,595,2023-09-09,121,2,24.02
330,352,2023-11-13,137,5,24.87
331,917,2023-05-30,170,1,28.2
332,670,2023-12-11,193,2,44.1
333,854,2023-08-13,183,1,38.68
334,971,2023-06-29,160,3,7.19
335,315,2023-10-13,103,3,14.76
336,902,2023-04-23,158,3,26.82
337,188,2024-03-11,107,1,14.27
338,315,2023-11-03,100,5,35.81
339,374,2023-08-29,164,2,10.92
340,368,2023-07-08,152,4,21.5
341,690,2023-11-25,129,4,44.25
342,532,2023-07-18,151,5,42.8
343,973,2023-04-09,124,2,10.61
344,790,2023-06-16,144,1,48.74
345,333,2023-10-25,120,4,22.08
346,425,2024-02-06,109,5,44.86
347,178,2023-06-18,138,4,32.95
348,557,2024-03-09,179,3,15.0
349,576,2024-02-20,120,2,36.37
350,618,2023-07-28,150,2,10.86
351,414,2023-11-16,191,5,14.16
352,517,2023-09-13,184,1,36.07
353,890,2023-11-17,174,3,8.68
354,354,2023-05-10,129,5,32.19
355,323,2023-05-11,145,2,15.4
356,175,2024-02-06,167,4,42.96
357,564,2023-05-05,160,5,35.62
358,206,2023-11-14,199,4,37.56
359,381,2023-08-06,140,4,48.13
360,925,2023-07-06,176,5,12.08
361,692,2023-03-23,104,4,46.79
362,930,2023-11-05,116,3,25.59
363,563,2023-05-31,173,4,38.54
364,754,2023-04-24,114,5,37.83
365,379,2023-11-22,118,4,23.83
366,257,2023-11-27,184,1,32.66
367,143,2024-01-01,150,4,49.42
368,927,2024-02-01,114,5,16.11
369,323,2023-09-11,120,3,35.49
370,375,2023-04-15,116,2,45.05
371,622,2023-12-17,187,4,14.74
372,707,2023-08-08,191,4,34.78
373,758,2023-11-19,146,5,16.19
374,301,2023-09-01,143,3,36.63
375,120,2023-12-06,186,3,43.57
376,768,2024-02-17,181,3,32.45
377,474,2023-04-07,127,2,36.57
378,396,2023-06-16,199,1,12.99
379,695,2023-05-18,156,5,20.71
380,970,2023-06-01,152,4,23.31
381,970,2023-04-29,144,1,17.52
382,454,2023-10-08,183,5,8.53
383,547,2023-11-08,126,5,6.09
384,942,2023-03-21,125,4,21.77
385,896,2023-05-23,104,4,23.34
386,611,2024-01-16,157,3,48.76
387,154,2023-12-11,166,3,40.97
388,833,2023-12-30,109,5,22.62
389,145,2023-09-18,179,4,33.03
390,287,2024-01-23,171,3,15.31
391,578,2023-09-06,154,2,25.78
392,454,2023-05-29,118,3,46.21
393,240,2023-11-20,158,4,31.6
394,327,2023-04-16,102,5,12.94
395,769,2023-03-30,177,2,18.04
396,527,2023-05-27,135,1,40.19
397,910,2023-09-30,117,1,27.32
398,774,2024-02-02,115,1,19.19
399,975,2023-08-11,149,1,25.33
400,346,2023-12-24,101,2,6.38
401,723,2023-06-07,121,2,47.02
402,829,2024-02-05,143,4,25.94
403,210,2023-07-13,136,3,21.55
404,760,2023-08-14,113,2,37.43
405,730,2023-09-21,102,3,10.27
406,267,2023-10-23,169,1,39.49
407,779,2024-02-17,139,3,17.8
408,551,2023-09-30,188,5,42.54
409,233,2023-12-16,195,2,16.28
410,193,2023-12-13,150,1,26.0
411,269,2023-09-24,108,2,19.32
412,510,2023-10-06,149,2,27.78
413,922,2023-12-30,177,3,8.88
414,596,2023-06-06,125,4,34.51
415,606,2023-12-31,198,4,23.41
416,987,2023-04-03,109,5,30.11
417,731,2023-05-15,199,4,40.11
418,962,2024-02-15,100,4,33.88
419,926,2023-11-18,180,1,16.72
420,125,2023-04-26,134,5,9.02
421,698,2023-08-20,118,3,43.95
422,290,2024-03-01,167,3,41.19
423,320,2023-09-16,187,3,46.78
424,584,2023-05-24,193,5,29.62
425,453,2023-03-29,135,1,48.85
426,721,2023-05-02,130,4,37.56
427,724,2023-03-17,170,4,41.92
428,577,2024-01-08,156,5,31.17
429,356,2023-10-02,147,2,45.68
430,725,2023-06-15,172,4,49.01
431,675,2023-04-12,150,5,24.19
432,773,2023-08-03,125,4,19.86
433,597,2024-01-28,142,3,32.9
434,452,2023-10-05,188,1,20.59
435,101,2023-06-10,193,3,22.04
436,296,2023-08-13,153,5,21.27
437,465,2023-09-08,161,5,47.47
438,675,2024-01-17,199,2,38.73
439,809,2023-06-24,189,2,30.52
440,628,2024-01-04,138,5,22.35
441,187,2023-12-23,154,1,37.27
442,842,2023-08-23,173,2,38.95
443,372,2023-09-04,148,1,35.66
444,328,2023-09-01,144,3,23.97
445,271,2024-03-04,160,5,27.62
446,972,2023-04-09,165,3,43.24
447,706,2023-04-25,108,3,49.7
448,719,2023-11-28,184,5,20.51
449,194,2023-05-28,146,1,39.1
450,921,2023-04-14,161,5,13.52
451,709,2023-08-12,141,1,35.21
452,318,2023-09-25,195,1,38.33
453,788,2023-04-16,168,2,44.79
454,262,2023-06-20,109,2,27.71
455,385,2023-09-19,158,4,48.09
456,352,2023-05-03,199,3,20.38
457,813,2023-11-30,149,4,35.01
458,297,2024-01-26,142,3,9.59
459,895,2023-09-09,169,1,30.23
460,435,2023-09-04,166,5,48.68
461,197,2023-05-09,111,1,46.4
462,309,2023-04-22,129,1,14.52
463,344,2023-06-17,150,3,17.66
464,935,2023-04-21,191,4,47.13
465,818,2024-01-16,167,3,20.38
466,533,2023-03-17,199,4,19.26
467,537,2023-11-12,105,1,22.99
468,307,2023-07-11,170,2,26.13
469,180,2023-05-23,133,3,35.88
470,563,2023-10-09,199,5,31.09
471,993,2024-01-23,164,3,40.96
472,936,2023-09-07,138,2,45.71
473,799,2023-12-25,126,3,47.56
474,880,2024-01-02,105,4,43.88
475,200,2024-01-08,135,1,19.98
476,245,2023-11-19,106,4,48.2
477,411,2023-04-17,132,2,19.79
478,222,2023-04-17,162,3,44.69
479,797,2023-07-19,166,2,13.41
480,413,2023-05-26,136,4,17.5
481,457,2023-11-13,150,4,13.21
482,281,2023-04-08,175,4,11.63
483,225,2023-10-15,131,2,15.22
484,792,2023-07-12,189,5,7.18
485,612,2023-08-03,179,4,7.94
486,632,2023-05-11,197,1,19.75
487,161,2023-10-28,105,3,26.37
488,864,2023-04-25,144,5,17.26
489,203,2023-10-21,154,2,14.71
490,935,2023-05-22,127,3,43.76
491,711,2024-02-13,179,5,6.28
492,576,2024-03-14,179,4,12.55
493,110,2024-01-23,152,4,37.69
494,853,2024-02-19,106,4,46.49
495,454,2023-05-30,125,1,32.89
496,223,2024-02-01,192,3,19.36
497,239,2024-02-26,112,1,38.81
498,828,2023-08-07,181,1,6.47
499,177,2023-10-15,126,2,6.68
500,226,2024-01-19,160,5,27.44
501,941,2023-11-09,185,2,43.4
502,819,2023-08-27,117,5,48.32
503,813,2024-02-25,117,3,21.13
504,648,2023-04-18,190,2,39.41
505,662,2023-04-10,102,3,35.48
506,337,2023-11-29,111,2,44.1
507,399,2023-05-14,199,2,49.5
508,441,2024-01-06,184,3,12.9
509,684,2023-12-18,156,5,28.51
510,188,2024-02-17,145,2,49.82
511,496,2023-08-14,190,3,44.29
512,320,2024-01-12,153,3,45.32
513,399,2023-07-12,178,4,37.65
514,415,2023-10-05,149,4,34.71
515,261,2023-03-19,107,4,41.96
516,731,2023-09-27,146,4,44.59
517,212,2023-04-05,174,1,36.9
518,873,2023-04-29,127,4,28.1
519,758,2023-03-20,123,3,25.2
520,739,2023-12-03,171,1,14.97
521,646,2023-11-15,163,1,47.58
522,193,2023-05-08,130,5,35.99
523,488,2023-09-24,115,5,11.02
524,918,2024-01-12,172,5,25.31
525,569,2023-06-27,127,1,18.66
526,210,2024-02-11,143,3,22.3
527,452,2023-07-14,179,2,10.91
528,863,2023-03-31,103,2,29.68
529,332,2023-04-04,179,4,44.08
530,203,2023-06-07,122,4,41.36
531,925,2023-06-07,115,2,38.67
532,550,2023-11-12,126,1,45.97
533,448,2023-05-23,125,3,6.66
534,950,2024-01-21,160,4,9.2
535,182,2023-11-27,180,2,19.92
536,970,2023-12-27,125,5,18.56
537,146,2023-08-09,159,2,46.43
538,299,2023-11-23,118,5,16.27
539,842,2023-12-06,191,2,33.35
540,407,2023-09-03,119,4,42.82
541,142,2023-07-02,112,1,13.74
542,583,2023-07-09,150,4,27.39
543,325,2023-08-28,199,2,17.75
544,771,2023-12-05,184,1,37.63
545,120,2023-12-22,107,4,11.98
546,868,2023-03-16,152,4,24.66
547,962,2023-12-11,184,5,14.34
548,793,2023-05-29,183,4,41.33
549,665,2024-01-15,157,5,44.9
550,554,2023-06-30,163,4,11.07
551,592,2023-06-05,175,4,7.19
552,451,2023-07-28,122,3,42.14
553,915,2023-11-04,159,2,24.18
554,250,2023-08-09,190,1,27.29
555,703,2024-01-05,185,2,26.87
556,777,2023-08-20,156,4,8.41
557,879,2024-02-18,138,4,23.1
558,816,2024-02-17,120,5,28.9
559,582,2023-04-07,174,5,19.08
560,184,2024-02-11,168,3,47.37
561,558,2023-05-08,165,1,37.17
562,975,2023-06-07,199,1,42.3
563,522,2023-06-10,135,1,7.29
564,563,2023-07-21,162,2,22.99
565,114,2023-04-07,139,1,24.85
566,900,2023-06-05,170,4,40.94
567,363,2023-03-18,184,5,19.36
568,273,2023-06-16,124,2,35.03
569,787,2023-07-11,151,2,15.53
570,511,2023-06-24,119,1,37.4
571,463,2023-05-17,160,2,49.26
572,356,2023-10-12,195,5,26.34
573,911,2023-07-17,199,2,25.48
574,945,2023-12-29,167,4,32.58
575,217,2023-09-13,176,5,17.9
576,815,2023-09-09,172,5,20.97
577,404,2023-09-11,197,3,45.18
578,323,2023-06-21,170,4,38.09
579,526,2023-12-30,195,4,14.96
580,432,2023-09-01,126,2,35.35
581,321,2023-11-28,137,3,26.33
582,280,2024-01-08,122,4,21.74
583,855,2024-01-13,138,3,24.06
584,275,2023-12-19,115,4,11.91
585,514,2024-01-16,113,4,39.57
586,368,2023-12-10,136,5,26.06
587,535,2024-03-07,133,2,40.5
588,605,2024-03-13,167,2,46.22
589,908,2023-11-02,198,3,10.62
590,452,2023-07-23,172,2,28.36
591,656,2023-11-08,122,4,6.92
592,762,2024-01-03,135,5,21.3
593,614,2023-07-23,164,3,41.69
594,408,2023-08-05,108,3,37.77
595,983,2023-09-03,114,3,9.93
596,795,2023-10-07,185,1,42.1
597,404,2024-03-15,143,2,30.36
598,674,2023-07-13,194,4,31.05
599,792,2024-01-23,171,1,15.78
600,774,2023-07-12,192,3,9.88
601,400,2023-12-27,159,5,22.11
602,908,2023-07-06,179,4,14.43
603,776,2023-06-04,143,2,14.59
604,742,2023-11-24,107,3,27.03
605,796,2023-03-28,170,1,40.67
606,835,2023-06-16,177,2,15.88
607,228,2023-08-17,150,2,22.39
608,575,2023-05-06,199,1,43.03
609,680,2023-08-25,143,1,41.72
610,812,2023-07-16,150,3,12.68
611,737,2023-08-26,171,4,24.13
612,917,2023-10-10,196,2,31.14
613,670,2023-11-23,196,3,34.02
614,702,2023-07-11,175,3,23.41
615,721,2023-10-16,177,1,24.49
616,728,2023-10-28,187,1,31.28
617,350,2023-11-06,108,5,32.19
618,368,2024-02-11,140,2,19.67
619,277,2024-01-24,161,5,14.21
620,128,2024-02-19,180,5,17.79
621,888,2023-12-23,108,4,15.98
622,417,2024-01-19,155,2,18.01
623,762,2023-09-12,143,1,13.83
624,787,2023-08-08,179,4,43.62
625,372,2024-01-05,128,3,32.46
626,581,2023-12-04,136,3,33.78
627,883,2023-04-09,168,2,19.7
628,385,2024-01-04,174,1,14.05
629,194,2023-11-04,157,4,44.08
630,519,2024-02-04,144,1,27.44
631,619,2024-02-19,108,3,24.12
632,518,2023-12-31,118,1,45.42
633,459,2023-10-18,166,3,8.74
634,262,2023-04-27,163,4,27.27
635,340,2023-07-16,186,4,20.45
636,993,2023-10-24,169,5,32.95
637,226,2023-11-11,192,1,40.97
638,641,2023-10-29,188,2,17.25
639,174,2023-12-28,181,3,22.89
640,475,2023-05-29,136,4,13.33
641,387,2024-02-08,181,5,30.26
642,910,2023-09-16,172,1,28.28
643,641,2023-11-16,155,1,46.43
644,716,2023-05-15,128,1,42.3
645,102,2023-06-24,110,3,8.39
646,577,2023-06-03,174,2,10.49
647,199,2023-06-23,153,3,47.34
648,994,2023-04-13,170,2,17.75
649,244,2024-03-04,151,1,27.14
650,257,2023-04-21,172,4,42.17
651,491,2023-05-03,115,5,26.44
652,436,2024-03-05,175,4,24.94
653,449,2023-06-08,182,3,24.72
654,911,2023-05-19,125,3,21.88
655,861,2023-03-17,188,1,32.3
656,262,2023-12-13,116,2,19.88
657,805,2024-02-15,197,2,39.92
658,889,2023-06-17,149,2,10.83
659,573,2023-03-29,176,5,33.82
660,134,2023-06-10,179,4,45.64
661,568,2023-12-21,131,2,22.05
662,704,2023-08-11,161,1,12.45
663,517,2023-08-10,185,5,32.97
664,551,2024-03-10,124,5,12.39
665,544,2023-04-30,136,2,20.82
666,758,2024-01-23,189,3,40.93
667,811,2024-02-18,189,4,46.59
668,450,2023-05-20,118,4,34.57
669,597,2023-07-02,175,4,19.81
670,769,2023-10-06,193,3,9.32
671,983,2023-05-08,109,2,36.61
672,264,2023-04-27,173,4,20.21
673,678,2023-10-22,196,2,48.97
674,338,2023-09-06,123,2,47.99
675,768,2023-10-16,144,3,44.83
676,541,2023-12-31,169,4,31.16
677,945,2023-09-23,166,3,9.0
678,834,2023-05-14,176,2,47.13
679,387,2023-04-11,116,3,21.98
680,554,2023-04-02,127,3,8.91
681,896,2023-03-31,192,1,19.57
682,520,2023-09-29,193,5,10.29
683,207,2023-12-21,172,3,19.0
684,548,2023-03-17,199,2,17.52
685,367,2023-12-22,177,4,27.36
686,838,2023-08-24,114,5,44.39
687,874,2023-06-30,135,1,19.6
688,457,2023-08-25,132,1,43.21
689,431,2023-11-17,199,5,34.4
690,935,2023-07-09,110,5,27.04
691,935,2023-03-25,176,5,27.57
692,382,2023-05-06,120,1,25.85
693,514,2023-12-01,177,1,21.72
694,439,2023-10-27,111,4,9.3
695,439,2023-11-18,176,2,48.81
696,687,2023-04-30,182,5,25.77
697,626,2023-11-25,119,1,44.96
698,429,2023-09-12,147,2,13.13
699,654,2023-06-06,119,5,33.14
700,578,2023-10-11,192,1,41.28
701,427,2023-11-16,163,4,17.52
702,403,2023-06-05,190,3,23.06
703,645,2023-11-12,127,4,46.29
704,278,2024-02-20,173,2,31.7
705,243,2023-10-06,119,1,28.37
706,711,2023-05-07,150,3,29.53
707,890,2024-03-15,119,4,18.58
708,622,2023-11-18,171,1,25.72
709,966,2023-10-10,142,3,16.77
710,638,2023-08-24,136,3,32.45
711,653,2023-03-27,101,3,33.45
712,990,2023-10-08,138,1,9.16
713,591,2023-10-29,155,4,41.26
714,553,2024-03-02,169,4,11.81
715,808,2024-01-18,186,5,43.53
716,192,2023-11-05,179,3,33.59
717,375,2023-10-04,128,3,6.03
718,662,2023-09-04,153,4,15.5
719,530,2024-01-04,138,5,7.87
720,303,2023-11-22,166,2,46.01
721,721,2023-07-10,132,5,36.03
722,389,2024-02-26,110,2,19.28
723,471,2023-06-25,106,2,19.94
724,333,2023-08-14,165,4,43.54
725,674,2023-11-08,188,5,13.89
726,137,2024-01-14,165,4,33.28
727,339,2023-12-27,111,4,11.17
728,206,2023-08-11,165,1,27.23
729,830,2023-11-24,134,4,25.51
730,273,2024-01-21,184,4,18.94
731,301,2024-01-14,106,1,16.26
732,467,2024-03-14,114,1,21.36
733,815,2023-08-28,135,2,16.59
734,767,2023-11-10,170,4,21.86
